2019-10-21-04:23:00+0000 1.11583 1.11583 1.11578 1.11578 0.00012 20
2019-10-21-04:24:00+0000 1.11578 1.11579 1.11578 1.11579 0.00012 10
2019-10-21-04:25:00+0000 1.11581 1.11585 1.11578 1.11583 0.00013 17
2019-10-21-04:26:00+0000 1.11582 1.11585 1.11582 1.11583 0.00013 
2019-10-21-04:27:00+0000 1.11582 1.11582 1.11579 1.11582 0.00013 7
2019-10-21-04:28:00+0000 1.11582 1.11582 1.11567 1.11567 0.00013 25
2019-10-21-04:29:00+0000 1.11569 1.11569 1.11567 1.11567 0.00013 4
2019-10-21-04:30:00+0000 1.11568 1.11573 1.11567 1.11568 0.00013 11
2019-10-21-04:31:00+0000 1.11567 1.11572 1.11567 1.11572 0.00013 7
2019-10-21-04:32:00+0000 1.11573 1.11575 1.11570 1.11573 0.00013 13
2019-10-21-04:33:00+0000 1.11572 1.11573 1.11570 1.11570 0.00013 10
2019-10-21-04:34:00+0000 1.11572 1.11572 1.11541 1.11550 0.00012 93
2019-10-21-04:35:00+0000 1.11550 1.11556 1.11549 1.11554 0.00013 23
2019-10-21-04:36:00+0000 1.11553 1.11558 1.11547 1.11558 0.00013 33
2019-10-21-04:37:00+0000 1.11559 1.11562 1.11559 1.11562 0.00013 3
2019-10-21-04:38:00+0000 1.11561 1.11562 1.11558 1.11558 0.00012 15
2019-10-21-04:39:00+0000 1.11556 1.11561 1.11556 1.11559 0.00013 6
2019-10-21-04:40:00+0000 1.11561 1.11561 1.11560 1.11560 0.00012 2
2019-10-21-04:41:00+0000 1.11558 1.11559 1.11551 1.11551 0.00014 10
2019-10-21-04:42:00+0000 1.11552 1.11555 1.11551 1.11553 0.00014 16
2019-10-21-04:43:00+0000 1.11554 1.11557 1.11553 1.11557 0.00014 7
2019-10-21-04:44:00+0000 1.11556 1.11559 1.11552 1.11559 0.00012 19
2019-10-21-04:45:00+0000 1.11558 1.11559 1.11546 1.11546 0.00013 20
2019-10-21-04:46:00+0000 1.11547 1.11549 1.11547 1.11549 0.00013 4
2019-10-21-04:47:00+0000 1.11547 1.11557 1.11546 1.11552 0.00013 15
2019-10-21-04:48:00+0000 1.11554 1.11555 1.11553 1.11553 0.00013 7
2019-10-21-04:49:00+0000 1.11555 1.11558 1.11555 1.11558 0.00012 13
2019-10-21-04:50:00+0000 1.11557 1.11558 1.11553 1.11553 0.00013 9
2019-10-21-04:51:00+0000 1.11552 1.11552 1.11551 1.11552 0.00013 4
2019-10-21-04:52:00+0000 1.11554 1.11560 1.11554 1.11557 0.00013 17
2019-10-21-04:53:00+0000 1.11558 1.11559 1.11557 1.11557 0.00013 8
2019-10-21-04:54:00+0000 1.11558 1.11559 1.11552 1.11559 0.00013 17
2019-10-21-04:55:00+0000 1.11557 1.11562 1.11555 1.11559 0.00013 18
2019-10-21-04:56:00+0000 1.11560 1.11561 1.11560 1.11560 0.00012 3
2019-10-21-04:57:00+0000 1.11559 1.11561 1.11556 1.11559 0.00012 27
2019-10-21-04:58:00+0000 1.11557 1.11563 1.11555 1.11558 0.00013 22
2019-10-21-04:59:00+0000 1.11556 1.11560 1.11549 1.11559 0.00013 31
2019-10-21-05:00:00+0000 1.11558 1.11562 1.11557 1.11561 0.00013 17
2019-10-21-05:01:00+0000 1.11560 1.11561 1.11559 1.11559 0.00012 4
2019-10-21-05:02:00+0000 1.11560 1.11560 1.11558 1.11560 0.00012 5
2019-10-21-05:03:00+0000 1.11558 1.11559 1.11556 1.11559 0.00013 9
2019-10-21-05:04:00+0000 1.11557 1.11562 1.11557 1.11559 0.00013 8
2019-10-21-05:05:00+0000 1.11561 1.11563 1.11559 1.11559 0.00013 10
2019-10-21-05:06:00+0000 1.11560 1.11563 1.11560 1.11561 0.00013 7
2019-10-21-05:07:00+0000 1.11560 1.11561 1.11559 1.11559 0.00013 7
2019-10-21-05:08:00+0000 1.11561 1.11562 1.11559 1.11561 0.00013 5
2019-10-21-05:09:00+0000 1.11562 1.11564 1.11561 1.11564 0.00013 8
2019-10-21-05:10:00+0000 1.11565 1.11565 1.11564 1.11564 0.00013 2
2019-10-21-05:11:00+0000 1.11565 1.11565 1.11565 1.11565 0.00013 1
2019-10-21-05:12:00+0000 1.11566 1.11569 1.11566 1.11569 0.00013 3
2019-10-21-05:13:00+0000 1.11571 1.11573 1.11569 1.11573 0.00013 27
2019-10-21-05:14:00+0000 1.11572 1.11575 1.11572 1.11573 0.00014 4
2019-10-21-05:15:00+0000 1.11573 1.11574 1.11573 1.11573 0.00013 
2019-10-21-05:16:00+0000 1.11574 1.11577 1.11574 1.11577 0.00013 2
2019-10-21-05:17:00+0000 1.11575 1.11576 1.11575 1.11576 0.00013 
2019-10-21-05:18:00+0000 1.11574 1.11578 1.11574 1.11575 0.00013 6
2019-10-21-05:19:00+0000 1.11577 1.11580 1.11577 1.11579 0.00012 13
2019-10-21-05:20:00+0000 1.11578 1.11581 1.11576 1.11577 0.00013 10
2019-10-21-05:21:00+0000 1.11580 1.11580 1.11578 1.11579 0.00013 3
2019-10-21-05:22:00+0000 1.11578 1.11581 1.11578 1.11579 0.00013 8
2019-10-21-05:23:00+0000 1.11578 1.11579 1.11577 1.11578 0.00013 5
2019-10-21-05:24:00+0000 1.11579 1.11585 1.11578 1.11585 0.00013 8
